country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,0,0,0,15,2,0,3.06685897395435,0,0,1,3,1,0,0.0142598362437504,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,0,0,0,4,2,0,3.06685858753012,1.26e-07,0,0.999999874,4,1,0,0.0532524652050768,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,0,0,0,5,4,0,3.06685848448366,1.596e-07,0,0.9999998404,5,1,0,0.140846382016081,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,7,3,0,2.27033908109812,2.016e-07,0,0.9999997984,6,1,0,0.197942810775845,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,7,5,0,2.27033894760216,2.604e-07,0,0.9999997396,7,1,1,0.174623913593313,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,10,5,0,2.27033881410619,3.192e-07,0,0.9999996808,1,1,0,0.273327416983227,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,6,6,0,2.27033862339767,4.032e-07,0,0.9999995968,2,1,1,0.56758661414082,0,0,0.007,0,0,0,0
countryA,2020-01-08,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,9,6,0,2.27033850897256,4.536e-07,0,0.9999995464,3,1,2,0.844251544904398,0,0,0.007,0,0,0,0
countryA,2020-01-09,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,13,7,1,2.27033833733489,5.292e-07,0,0.9999994708,4,1,0,0.92645190246535,0,2,0.007,0,0,0,0
countryA,2020-01-10,0.22516423473175,0.249240716924535,0.300724505447821,0.407362212817384,0.422086386150859,0,0,1,0,0,8,8,0,2.27033808941381,6.384e-07,0,0.9999993616,5,1,1,1.03488212131908,0,0,0.007,0,0,0,0
