country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,16,2,0,3.28686502463752,0,0,1,3,1,0,0.0142598362437504,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,1,2,0,3.28686458288286,1.344e-07,0,0.9999998656,4,1,0,0.0532524652050768,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,4,3,0,3.2868645552732,1.428e-07,0,0.9999998572,5,1,1,0.134107531406556,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,4,3,0,3.28686444483453,1.764e-07,0,0.9999998236,6,1,0,0.180906390695584,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,5,3,0,3.28686433439587,2.1e-07,0,0.99999979,7,1,0,0.151445190018906,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,6,4,0,3.28686419634754,2.52e-07,0,0.999999748,1,1,0,0.230667083582144,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,4,4,0,3.28686403068954,3.024e-07,0,0.9999996976,2,1,0,0.451348415924197,0,0,0.007,0,0,0,0
countryA,2020-01-08,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,13,5,0,3.28686392025087,3.36e-07,0,0.999999664,3,1,2,0.652778100397529,0,1,0.007,0,0,0,0
countryA,2020-01-09,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,7,6,0,3.28686356132521,4.452e-07,0,0.9999995548,4,1,1,0.713184088826589,0,1,0.007,0,0,0,0
countryA,2020-01-10,0.212410435343612,0.257220381513141,0.31204945936766,0.396965061595332,0.456717662443261,0,0,0,0,0,13,7,0,3.28686336805755,5.04e-07,0,0.999999496,5,1,3,0.81383141993334,0,0,0.007,0,0,0,0
