country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,17,2,0,3.1169924416351,0,0,1,3,1,0,0.0142598362437504,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,3,3,0,3.11699199652858,1.428e-07,0,0.9999998572,4,1,0,0.060459815117955,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,5,3,0,3.11699191798037,1.68e-07,0,0.999999832,5,1,0,0.158026428919624,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,8,4,0,3.11699178706669,2.1e-07,0,0.99999979,6,1,1,0.215674464028228,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,13,5,0,3.11699157760479,2.772e-07,0,0.9999997228,7,1,0,0.185900004414415,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,18,8,0,3.11699123722922,3.864e-07,0,0.9999996136,1,1,0,0.300016866442446,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,24,10,1,3.11699076593996,5.376e-07,0,0.9999994624,2,1,0,0.672585191839711,0,1,0.007,0,0,0,0
countryA,2020-01-08,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,27,12,0,3.11699013755429,7.392e-07,0,0.9999992608,3,1,1,1.0965874800445,0,0,0.007,0,0,0,0
countryA,2020-01-09,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,26,16,0,3.1169894306204,9.66e-07,0,0.999999034,4,1,4,1.36413967148092,0,0,0.007,0,0,0,0
countryA,2020-01-10,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,40,19,0,3.11698874986925,1.1844e-06,0,0.9999988156,5,1,1,1.7576680331605,0,1,0.007,0,0,0,0
countryA,2020-01-11,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,58,25,0,3.11698770255979,1.5204e-06,0,0.9999984796,6,1,1,1.78116052559537,0,1,0.007,0,0,0,0
countryA,2020-01-12,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,0,66,31,1,3.11698618396107,2.0076e-06,0,0.9999979924,7,1,2,1.37551225649727,0,2,0.007,0,0,0,0
countryA,2020-01-13,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,55,37,0,1.98993164481494,2.562e-06,0,0.999997438,1,1,6,2.11234589320511,0,0,0.007,0,0,0,0
countryA,2020-01-14,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,52,40,0,1.98993072546417,3.024e-06,0,0.999996976,2,1,1,4.0717160226586,0,9,0.007,0,0,0,0
countryA,2020-01-15,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,64,44,0,1.9899298562598,3.4608e-06,0,0.9999965392,3,1,12,5.95124168546816,0,3,0.007,0,0,0,0
countryA,2020-01-16,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,82,50,1,1.9899287864698,3.9984e-06,0,0.9999960016,4,1,5,6.52320717991775,0,10,0.007,0,0,0,0
countryA,2020-01-17,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,99,58,2,1.98992741580137,4.6872e-06,0,0.9999953128,5,1,8,7.32731366141939,0,8,0.007,0,0,0,0
countryA,2020-01-18,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,97,65,1,1.98992576096998,5.5188e-06,0,0.9999944812,6,1,7,6.6289384878444,0,8,0.007,0,0,0,0
countryA,2020-01-19,0.219246740149723,0.243975447209059,0.304866902859171,0.395354216325821,0.448765725087282,0,0,0,0,1,134,75,1,1.98992413956952,6.3336e-06,0,0.9999936664,7,1,8,4.68373112108973,0,10,0.007,0,0,0,0
