country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,19,2,0,3.08817193031251,0,0,1,3,1,0,0.0142598362437504,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,6,4,0,3.08817143744027,1.596e-07,0,0.9999998404,4,1,0,0.0676671650308332,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,6,4,0,3.08817128179641,2.1e-07,0,0.99999979,5,1,2,0.188684177042218,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,15,5,0,3.08817112615254,2.604e-07,0,0.9999997396,6,1,1,0.267478957441133,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,8,7,0,3.08817073704288,3.864e-07,0,0.9999996136,7,1,0,0.236270621036016,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,13,7,0,3.08817052951773,4.536e-07,0,0.9999995464,1,1,0,0.372732159985703,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,24,10,0,3.08817019228935,5.628e-07,0,0.9999994372,2,1,1,0.796353234360645,0,0,0.007,0,0,0,0
countryA,2020-01-08,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,18,12,0,3.08816956971389,7.644e-07,0,0.9999992356,3,1,0,1.23579772848808,0,1,0.007,0,0,0,0
countryA,2020-01-09,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,35,14,1,3.08816910278229,9.156e-07,0,0.9999990844,4,1,1,1.44707992472229,0,0,0.007,0,0,0,0
countryA,2020-01-10,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,43,20,0,3.08816819485975,1.2096e-06,0,0.9999987904,5,1,1,1.77893170697763,0,2,0.007,0,0,0,0
countryA,2020-01-11,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,45,23,0,3.08816707941205,1.5708e-06,0,0.9999984292,6,1,1,1.76515006607608,0,0,0.007,0,0,0,0
countryA,2020-01-12,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,59,30,1,3.08816591208306,1.9488e-06,0,0.9999980512,7,1,1,1.35203233264565,0,3,0.007,0,0,0,0
countryA,2020-01-13,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,69,36,0,3.08816438158505,2.4444e-06,0,0.9999975556,1,1,0,2.06743736797715,0,5,0.007,0,0,0,0
countryA,2020-01-14,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,85,44,1,3.0881625916806,3.024e-06,0,0.999996976,2,1,5,3.98822018230698,0,4,0.007,0,0,0,0
countryA,2020-01-15,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,112,55,1,3.08816038672584,3.738e-06,0,0.999996262,3,1,3,5.96847228179552,0,9,0.007,0,0,0,0
countryA,2020-01-16,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,136,67,4,3.08815748137369,4.6788e-06,0,0.9999953212,4,1,7,6.87600287637093,0,7,0.007,0,0,0,0
countryA,2020-01-17,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,192,87,1,3.08815395344607,5.8212e-06,0,0.9999941788,5,1,6,8.34354076288428,0,11,0.007,0,0,0,0
countryA,2020-01-18,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,225,110,2,3.08814897284238,7.434e-06,0,0.999992566,6,1,10,8.21148343051119,0,10,0.007,0,0,0,0
countryA,2020-01-19,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,272,136,1,3.08814313619744,9.324e-06,0,0.999990676,7,1,6,6.2557092955937,0,22,0.007,0,0,0,0
countryA,2020-01-20,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,332,168,2,3.08813608034221,1.16088e-05,0,0.9999883912,1,1,5,9.5653113737891,2,20,0.007,0,0,0,0
countryA,2020-01-21,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,426,209,1,3.08812746804833,1.43976e-05,0,0.9999856024,2,1,19,18.4770793490509,0,21,0.007,0,0,0,0
countryA,2020-01-22,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,0,0,0,0,0,546,263,6,3.08811641733389,1.7976e-05,0,0.999982024,3,1,32,27.7716455411184,0,32,0.007,0,0,0,0
countryA,2020-01-23,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,338,289,6,1.60780669280899,2.25624e-05,0,0.9999774376,4,1,30,32.007253017962,0,37,0.007,0,0,0,0
countryA,2020-01-24,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,387,309,2,1.60780212782123,2.54016e-05,0,0.9999745984,5,1,46,37.9389688820099,0,37,0.007,0,0,0,0
countryA,2020-01-25,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,512,341,4,1.6077969010453,2.86524e-05,0,0.9999713476,6,1,32,35.1794493408134,0,57,0.007,0,0,0,0
countryA,2020-01-26,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,509,371,6,1.60778998603426,3.29532e-05,0,0.9999670468,7,1,26,24.8441441817209,0,56,0.007,0,0,0,0
countryA,2020-01-27,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,500,397,9,1.60778311154086,3.72288e-05,0,0.9999627712,1,1,46,36.0209358523414,0,85,0.007,0,0,0,0
countryA,2020-01-28,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,622,432,18,1.60777635860038,4.14288e-05,0,0.9999585712,2,1,62,59.4697172362653,0,105,0.007,0,0,0,0
countryA,2020-01-29,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,687,474,18,1.60776795794244,4.66536e-05,0,0.9999533464,3,1,70,79.8653161949727,0,103,0.007,0,0,0,0
countryA,2020-01-30,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,740,519,20,1.60775867940223,5.24244e-05,0,0.9999475756,4,1,83,81.8151226156653,2,131,0.007,0,0,0,0
countryA,2020-01-31,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,869,576,16,1.60774868505033,5.86404e-05,0,0.9999413596,5,1,89,86.0485662587702,0,144,0.007,0,0,0,0
countryA,2020-02-01,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,835,626,22,1.60773694843979,6.594e-05,0,0.99993406,6,1,63,74.1651222458121,3,156,0.007,0,0,0,0
countryA,2020-02-02,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,961,681,22,1.6077256710292,7.2954e-05,0,0.999927046,7,1,37,50.5860770304436,1,172,0.007,0,0,0,0
countryA,2020-02-03,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1048,744,28,1.60771269187761,8.10264e-05,0,0.9999189736,1,1,87,72.3109312297614,0,201,0.007,0,0,0,0
countryA,2020-02-04,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1061,801,37,1.60769853771438,8.98296e-05,0,0.9999101704,2,1,134,115.366496954183,0,231,0.007,0,0,0,0
countryA,2020-02-05,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1184,867,42,1.6076842079747,9.8742e-05,0,0.999901258,3,1,142,152.398104531946,2,262,0.007,0,0,0,0
countryA,2020-02-06,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1239,932,46,1.60766821701166,0.0001086876,0,0.9998913124,4,1,162,154.570797285026,0,289,0.007,0,0,0,0
countryA,2020-02-07,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1443,1015,43,1.60765148322517,0.0001190952,0,0.9998809048,5,1,152,160.417810277587,1,276,0.007,0,0,0,0
countryA,2020-02-08,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1554,1106,64,1.60763199423897,0.0001312164,0,0.9998687836,6,1,144,136.448458957557,3,350,0.007,0,0,0,0
countryA,2020-02-09,0.204789892422104,0.255533492257447,0.30236394629734,0.389344807690063,0.447895904835211,1,0,0,0,1,1732,1211,50,1.60761100609998,0.00014427,0,0.99985573,7,1,90,92.2395062420786,4,388,0.007,0,0,0,0
