country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,9,1,0,3.34493710817869,0,0,1,3,1,0,0.0071299181218752,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,0,1,0,3.34493685530144,7.56e-08,0,0.9999999244,4,1,0,0.0266262326025384,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,1,2,0,3.34493685530144,7.56e-08,0,0.9999999244,5,1,1,0.0704231910080406,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,4,1,0,3.34493682720397,8.4e-08,0,0.999999916,6,1,0,0.0961287911831874,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,8,3,0,3.34493671481409,1.176e-07,0,0.9999998824,7,1,0,0.0847428922020912,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,4,3,0,3.34493649003431,1.848e-07,0,0.9999998152,1,1,0,0.136023924576913,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,8,4,0,3.34493637764443,2.184e-07,0,0.9999997816,2,1,1,0.296383862978689,0,1,0.007,0,0,0,0
countryA,2020-01-08,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,8,4,0,3.34493615286465,2.856e-07,0,0.9999997144,3,1,1,0.466612082339965,0,0,0.007,0,0,0,0
countryA,2020-01-09,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,10,5,0,3.34493592808488,3.528e-07,0,0.9999996472,4,1,0,0.54527611972056,0,0,0.007,0,0,0,0
countryA,2020-01-10,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,22,8,0,3.34493564711016,4.368e-07,0,0.9999995632,5,1,0,0.663334362104274,0,1,0.007,0,0,0,0
countryA,2020-01-11,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,24,10,0,3.34493502896578,6.216e-07,0,0.9999993784,6,1,0,0.668163313165374,0,0,0.007,0,0,0,0
countryA,2020-01-12,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,29,14,0,3.34493435462646,8.232e-07,0,0.9999991768,7,1,1,0.530006316499515,0,4,0.007,0,0,0,0
countryA,2020-01-13,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,33,17,1,3.34493353979978,1.0668e-06,0,0.9999989332,1,1,1,0.83445667524543,0,0,0.007,0,0,0,0
countryA,2020-01-14,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,52,22,0,3.34493261258322,1.344e-06,0,0.999998656,2,1,0,1.72131374652613,0,2,0.007,0,0,0,0
countryA,2020-01-15,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,56,27,0,3.34493115151469,1.7808e-06,0,0.9999982192,3,1,1,2.68122903163801,0,2,0.007,0,0,0,0
countryA,2020-01-16,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,83,37,0,3.34492957805627,2.2512e-06,0,0.9999977488,4,1,3,3.22121293968149,0,1,0.007,0,0,0,0
countryA,2020-01-17,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,0,0,91,45,1,3.34492724596612,2.9484e-06,0,0.9999970516,5,1,2,4.08586922909049,0,1,0.007,0,0,0,0
countryA,2020-01-18,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,71,52,0,2.20377985130895,3.7128e-06,0,0.9999962872,6,1,2,4.10739950384318,0,0,0.007,0,0,0,0
countryA,2020-01-19,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,126,62,1,2.20377853696977,4.3092e-06,0,0.9999956908,7,1,6,3.11130638589354,0,4,0.007,0,0,0,0
countryA,2020-01-20,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,115,72,1,2.20377620448051,5.3676e-06,0,0.9999946324,1,1,11,4.68163364117984,0,7,0.007,0,0,0,0
countryA,2020-01-21,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,141,84,0,2.20377407562127,6.3336e-06,0,0.9999936664,2,1,11,8.68576305153553,0,11,0.007,0,0,0,0
countryA,2020-01-22,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,155,96,1,2.20377146545473,7.518e-06,0,0.999992482,3,1,11,12.5252929571303,0,12,0.007,0,0,0,0
countryA,2020-01-23,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,182,110,2,2.20376859612271,8.82e-06,0,0.99999118,4,1,15,13.7460403167212,0,25,0.007,0,0,0,0
countryA,2020-01-24,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,239,130,2,2.20376522697156,1.03488e-05,0,0.9999896512,5,1,14,15.6024399091401,0,19,0.007,0,0,0,0
countryA,2020-01-25,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,250,151,5,2.20376080264671,1.23564e-05,0,0.9999876436,6,1,18,14.3334523493497,0,27,0.007,0,0,0,0
countryA,2020-01-26,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,278,173,2,2.20375617469184,1.44564e-05,0,0.9999855436,7,1,8,10.2679840688009,0,29,0.007,0,0,0,0
countryA,2020-01-27,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,417,209,2,2.20375102840602,1.67916e-05,0,0.9999832084,1,1,16,15.1408157172286,0,44,0.007,0,0,0,0
countryA,2020-01-28,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,388,242,10,2.2037433089773,2.02944e-05,0,0.9999797056,2,1,25,26.4797930429648,0,41,0.007,0,0,0,0
countryA,2020-01-29,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,521,286,6,2.20373612639134,2.35536e-05,0,0.9999764464,3,1,40,37.4136931563887,0,48,0.007,0,0,0,0
countryA,2020-01-30,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,587,336,11,2.20372648173339,2.793e-05,0,0.99997207,4,1,42,40.8505091655109,1,60,0.007,0,0,0,0
countryA,2020-01-31,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,613,386,7,2.20371561529535,3.28608e-05,0,0.9999671392,5,1,38,46.4348357721947,1,64,0.007,0,0,0,0
countryA,2020-02-01,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,802,451,13,2.20370426755001,3.801e-05,0,0.99996199,6,1,47,42.7607548597608,1,81,0.007,0,0,0,0
countryA,2020-02-02,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,975,535,7,2.20368942107078,4.47468e-05,0,0.9999552532,7,1,38,30.7195878996905,1,86,0.007,0,0,0,0
countryA,2020-02-03,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,978,615,18,2.20367137204679,5.29368e-05,0,0.9999470632,1,1,48,45.3330911376468,0,96,0.007,0,0,0,0
countryA,2020-02-04,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,1308,724,20,2.20365326748734,6.1152e-05,0,0.999938848,2,1,65,79.4397947145116,0,144,0.007,0,0,0,0
countryA,2020-02-05,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,1371,836,26,2.20362905402745,7.21392e-05,0,0.9999278608,3,1,111,112.062684944999,1,164,0.007,0,0,0,0
countryA,2020-02-06,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,0,1,0,1591,963,28,2.20360367432295,8.36556e-05,0,0.9999163444,4,1,126,121.677420348793,0,154,0.007,0,0,0,0
countryA,2020-02-07,0.233268300719085,0.264358512207085,0.302142497178984,0.417270178530485,0.45965494526775,0,0,1,1,0,1449,1062,30,1.62895416323529,9.702e-05,0,0.99990298,5,1,156,136.691696150602,1,178,0.007,0,0,0,0
