country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t_1,I_t_2,I_t_3,I_t_4,I_t,C_t_1,C_t_2,C_t_3,C_t_4,C_t,Hicu_t_1,Hicu_t_2,Hicu_t_3,Hicu_t_4,Hicu_t,R_t_1,R_t_2,R_t_3,R_t_4,R_t,cf1_1,cf1_2,cf1_3,cf1_4,cf1,cf2,cf_full_1,cf_full_2,cf_full_3,cf_full_4,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t_1,D_t_2,D_t_3,D_t_4,D_t,H_t_1,H_t_2,H_t_3,H_t_4,H_t,ifr_t_m_1,ifr_t_m_2,ifr_t_m_3,ifr_t_m_4,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,9,7,12,12,40,1,1,1,1,4,0,0,0,0,0,3.35520738765315,3.35520738765315,3.35520738765315,3.35520738765315,13.4208295506126,0,0,0,0,0,0,1,1,1,1,4,3,1,0,0.0312927333439338,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-02,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,1,2,2,5,10,1,1,2,3,7,0,0,0,0,0,3.35520637303844,3.35520659850838,3.35520603483353,3.35520603483353,13.4208250412139,3.024e-07,2.352e-07,4.032e-07,4.032e-07,1.344e-06,0,0.9999996976,0.9999997648,0.9999995968,0.9999995968,3.999998656,4,1,0,0.142001794718957,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-03,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,1,1,3,3,8,2,1,3,2,8,0,0,0,0,0,3.35520626030347,3.35520637303844,3.3552058093636,3.35520547115869,13.4208239138642,3.36e-07,3.024e-07,4.704e-07,5.712e-07,1.68e-06,0,0.999999664,0.9999996976,0.9999995296,0.9999994288,3.99999832,5,1,0,0.393637630915474,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-04,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,5,3,9,9,26,2,2,3,4,11,0,0,0,0,0,3.3552061475685,3.35520626030347,3.35520547115869,3.35520513295379,13.4208230119845,3.696e-07,3.36e-07,5.712e-07,6.72e-07,1.9488e-06,0,0.9999996304,0.999999664,0.9999994288,0.999999328,3.9999980512,6,1,0,0.568998824580326,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-05,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,6,6,9,5,26,2,2,4,4,12,0,0,0,0,0,3.35520558389366,3.35520592209857,3.35520445654398,3.35520411833907,13.4208200808753,5.376e-07,4.368e-07,8.736e-07,9.744e-07,2.8224e-06,0,0.9999994624,0.9999995632,0.9999991264,0.9999990256,3.9999971776,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-06,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,11,8,6,6,31,4,3,5,4,16,0,0,0,0,0,3.35520490748385,3.35520524568876,3.35520344192926,3.35520355466423,13.4208171497661,7.392e-07,6.384e-07,1.176e-06,1.1424e-06,3.696e-06,0,0.9999992608,0.9999993616,0.999998824,0.9999988576,3.999996304,1,1,2,0.795144359402575,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-07,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,12,11,12,13,48,5,5,5,6,21,0,0,0,0,0,3.3552036673992,3.35520434380901,3.35520276551946,3.35520287825442,13.4208136549821,1.1088e-06,9.072e-07,1.3776e-06,1.344e-06,4.7376e-06,0,0.9999988912,0.9999990928,0.9999986224,0.999998656,3.9999952624,2,1,3,1.72296439125522,0,0,0,0,0,0,0,0,2,2,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-08,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,15,11,14,14,54,7,5,7,7,26,0,0,0,0,0,3.35520231457958,3.35520310372436,3.35520141269984,3.35520141269984,13.4208082437036,1.512e-06,1.2768e-06,1.7808e-06,1.7808e-06,6.3504e-06,0,0.999998488,0.9999987232,0.9999982192,0.9999982192,3.9999936496,3,1,2,2.70861341429092,0,0,0,0,0,0,0,0,2,2,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-09,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,23,26,12,13,74,9,8,8,8,33,0,0,0,0,0,3.35520062355506,3.35520186363971,3.35519983441028,3.35519983441028,13.4208021560153,2.016e-06,1.6464e-06,2.2512e-06,2.2512e-06,8.1648e-06,0,0.999997984,0.9999983536,0.9999977488,0.9999977488,3.9999918352,4,1,0,3.269715263699,0,0,0,0,0,0,1,0,2,3,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-10,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,26,25,33,33,117,12,12,12,11,47,0,0,0,0,0,3.35519803065079,3.35519893253054,3.35519848159066,3.35519836885569,13.4207938136277,2.7888e-06,2.52e-06,2.6544e-06,2.688e-06,1.06512e-05,0,0.9999972112,0.99999748,0.9999973456,0.999997312,3.9999893488,5,1,9,4.20287228599842,0,0,0,0,0,0,0,1,2,3,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
