country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t_1,I_t_2,I_t_3,I_t_4,I_t,C_t_1,C_t_2,C_t_3,C_t_4,C_t,Hicu_t_1,Hicu_t_2,Hicu_t_3,Hicu_t_4,Hicu_t,R_t_1,R_t_2,R_t_3,R_t_4,R_t,cf1_1,cf1_2,cf1_3,cf1_4,cf1,cf2,cf_full_1,cf_full_2,cf_full_3,cf_full_4,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t_1,D_t_2,D_t_3,D_t_4,D_t,H_t_1,H_t_2,H_t_3,H_t_4,H_t,ifr_t_m_1,ifr_t_m_2,ifr_t_m_3,ifr_t_m_4,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,12,10,15,19,56,1,1,2,2,6,0,0,0,0,0,3.23216495980915,3.23216495980915,3.23216495980915,3.23216495980915,12.9286598392366,0,0,0,0,0,0,1,1,1,1,4,3,1,0,0.0427795087312512,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-02,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,3,4,4,4,15,3,2,2,3,10,0,0,0,0,0,3.23216365660024,3.23216387380172,3.23216333079801,3.23216289639504,12.928653757595,4.032e-07,3.36e-07,5.04e-07,6.384e-07,1.8816e-06,0,0.9999995968,0.999999664,0.999999496,0.9999993616,3.9999981184,4,1,0,0.188586795266743,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-03,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,3,4,6,7,20,2,2,4,4,12,0,0,0,0,0,3.23216333079801,3.23216343939875,3.23216289639504,3.23216246199207,12.9286521285839,5.04e-07,4.704e-07,6.384e-07,7.728e-07,2.3856e-06,0,0.999999496,0.9999995296,0.9999993616,0.9999992272,3.9999976144,5,1,1,0.518214736100516,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-04,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,3,9,10,10,32,2,4,4,5,15,0,0,0,0,0,3.23216300499578,3.23216300499578,3.23216224479058,3.23216170178687,12.928649956569,6.048e-07,6.048e-07,8.4e-07,1.008e-06,3.0576e-06,0,0.9999993952,0.9999993952,0.99999916,0.999998992,3.9999969424,6,1,1,0.74427118247705,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-05,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,15,9,8,12,44,5,4,5,6,20,0,0,0,0,0,3.23216267919355,3.2321620275891,3.23216115878316,3.23216061577944,12.9286464813453,7.056e-07,9.072e-07,1.176e-06,1.344e-06,4.1328e-06,0,0.9999992944,0.9999990928,0.999998824,0.999998656,3.9999958672,7,1,1,0.668335796066077,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-06,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,13,13,14,13,53,5,6,6,8,25,0,0,0,0,0,3.23216105018241,3.23216105018241,3.23216028997722,3.23215931257053,12.9286417029126,1.2096e-06,1.2096e-06,1.4448e-06,1.7472e-06,5.6112e-06,0,0.9999987904,0.9999987904,0.9999985552,0.9999982528,3.9999943888,1,1,2,1.07693198455222,0,0,0,0,0,0,0,0,1,1,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-07,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,14,18,6,17,55,7,7,7,8,29,0,0,0,0,0,3.23215963837276,3.23215963837276,3.23215876956682,3.23215790076088,12.9286359470732,1.6464e-06,1.6464e-06,1.9152e-06,2.184e-06,7.392e-06,0,0.9999983536,0.9999983536,0.9999980848,0.999997816,3.999992608,2,1,2,2.38163062133693,0,0,0,0,0,2,0,0,1,3,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-08,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,27,22,15,29,93,10,10,8,12,40,0,0,0,0,0,3.23215811796236,3.23215768355939,3.23215811796236,3.23215605454825,12.9286299740324,2.1168e-06,2.2512e-06,2.1168e-06,2.7552e-06,9.24e-06,0,0.9999978832,0.9999977488,0.9999978832,0.9999972448,3.99999076,3,1,4,3.75947103265728,0,0,0,0,0,0,2,0,0,2,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-09,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,27,29,23,43,122,13,13,10,17,53,1,0,0,0,1,3.23215518574231,3.23215529434305,3.23215648895122,3.23215290512672,12.9286198741633,3.024e-06,2.9904e-06,2.6208e-06,3.7296e-06,1.23648e-05,0,0.999996976,0.9999970096,0.9999973792,0.9999962704,3.9999876352,4,1,4,4.53333586648237,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-10,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,36,40,31,46,153,17,17,13,21,68,0,0,0,0,0,3.23215225352226,3.23215214492152,3.23215399113414,3.23214823529478,12.9286066248727,3.9312e-06,3.9648e-06,3.3936e-06,5.1744e-06,1.6464e-05,0,0.9999960688,0.9999960352,0.9999966064,0.9999948256,3.999983536,5,1,8,5.8205633002513,0,0,0,0,0,0,0,2,0,2,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-11,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,52,39,49,52,192,22,21,19,27,89,0,0,0,0,0,3.23214834389552,3.23214780089181,3.23215062451112,3.23214323966062,12.9285900089591,5.1408e-06,5.3088e-06,4.4352e-06,6.72e-06,2.16048e-05,0,0.9999948592,0.9999946912,0.9999955648,0.99999328,3.9999783952,6,1,8,5.99550406046732,0,0,0,0,0,0,1,2,2,5,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-12,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,59,65,49,55,228,28,28,24,31,111,0,0,0,1,1,3.23214269665691,3.23214356546285,3.23214530307473,3.232137592422,12.9285691576165,6.888e-06,6.6192e-06,6.0816e-06,8.4672e-06,2.8056e-05,0,0.999993112,0.9999933808,0.9999939184,0.9999915328,3.999971944,7,1,7,4.70795307915534,0,0,0,0,0,0,0,4,6,10,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-13,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,77,76,59,69,281,36,36,30,38,140,0,0,0,1,1,3.23213628921309,3.23213650641458,3.23213998163834,3.23213161938116,12.9285443966472,8.8704e-06,8.8032e-06,7.728e-06,1.03152e-05,3.57168e-05,0,0.9999911296,0.9999911968,0.999992272,0.9999896848,3.9999642832,1,1,6,7.29880330420838,0,0,0,0,0,2,1,1,8,12,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
