country,date,proportion_alpha,proportion_delta,proportion_original
Czechia,2022-04-08,0,1,0
Czechia,2022-04-09,0,1,0
Czechia,2022-04-10,0,1,0
Czechia,2022-04-11,0,1,0
Czechia,2022-04-12,0,1,0
Czechia,2022-04-13,0,1,0
Czechia,2022-04-14,0,1,0
Czechia,2022-04-15,0,1,0
Czechia,2022-04-16,0,1,0
Czechia,2022-04-17,0,1,0
Czechia,2022-04-18,0,1,0
Czechia,2022-04-19,0,1,0
Czechia,2022-04-20,0,1,0
Czechia,2022-04-21,0,1,0
Czechia,2022-04-22,0,1,0
Czechia,2022-04-23,0,1,0
Czechia,2022-04-24,0,1,0
Czechia,2022-04-25,0,1,0
Czechia,2022-04-26,0,1,0
Czechia,2022-04-27,0,1,0
Czechia,2022-04-28,0,1,0
Czechia,2022-04-29,0,1,0
Czechia,2022-04-30,0,1,0
Czechia,2022-05-01,0,1,0
Czechia,2022-05-02,0,1,0
Czechia,2022-05-03,0,1,0
Czechia,2022-05-04,0,1,0
Czechia,2022-05-05,0,1,0
Czechia,2022-05-06,0,1,0
Czechia,2022-05-07,0,1,0
Czechia,2022-05-08,0,1,0
Czechia,2022-05-09,0,1,0
Czechia,2022-05-10,0,1,0
Czechia,2022-05-11,0,1,0
Czechia,2022-05-12,0,1,0
Czechia,2022-05-13,0,1,0
Czechia,2022-05-14,0,1,0
Czechia,2022-05-15,0,1,0
Czechia,2022-05-16,0,1,0
Czechia,2022-05-17,0,1,0
Czechia,2022-05-18,0,1,0
Czechia,2022-05-19,0,1,0
Czechia,2022-05-20,0,1,0
Czechia,2022-05-21,0,1,0
Czechia,2022-05-22,0,1,0
Czechia,2022-05-23,0,1,0
Czechia,2022-05-24,0,1,0
Czechia,2022-05-25,0,1,0
Czechia,2022-05-26,0,1,0
Czechia,2022-05-27,0,1,0
Czechia,2022-05-28,0,1,0
Czechia,2022-05-29,0,1,0
Czechia,2022-05-30,0,1,0
Czechia,2022-05-31,0,1,0
Czechia,2022-06-01,0,1,0
Czechia,2022-06-02,0,1,0
Czechia,2022-06-03,0,1,0
Czechia,2022-06-04,0,1,0
Czechia,2022-06-05,0,1,0
Czechia,2022-06-06,0,1,0
Czechia,2022-06-07,0,1,0
Czechia,2022-06-08,0,1,0
Czechia,2022-06-09,0,1,0
Czechia,2022-06-10,0,1,0
Czechia,2022-06-11,0,1,0
Czechia,2022-06-12,0,1,0
Czechia,2022-06-13,0,1,0
Czechia,2022-06-14,0,1,0
Czechia,2022-06-15,0,1,0
Czechia,2022-06-16,0,1,0
Czechia,2022-06-17,0,1,0
Czechia,2022-06-18,0,1,0
Czechia,2022-06-19,0,1,0
Czechia,2022-06-20,0,1,0
Czechia,2022-06-21,0,1,0
Czechia,2022-06-22,0,1,0
Czechia,2022-06-23,0,1,0
Czechia,2022-06-24,0,1,0
Czechia,2022-06-25,0,1,0
Czechia,2022-06-26,0,1,0
Czechia,2022-06-27,0,1,0
Czechia,2022-06-28,0,1,0
Czechia,2022-06-29,0,1,0
Czechia,2022-06-30,0,1,0
Czechia,2022-07-01,0,1,0
Czechia,2022-07-02,0,1,0
Czechia,2022-07-03,0,1,0
Czechia,2022-07-04,0,1,0
Czechia,2022-07-05,0,1,0
Czechia,2022-07-06,0,1,0
Czechia,2022-07-07,0,1,0
Czechia,2022-07-08,0,1,0
Czechia,2022-07-09,0,1,0
Czechia,2022-07-10,0,1,0
Czechia,2022-07-11,0,1,0
Czechia,2022-07-12,0,1,0
Czechia,2022-07-13,0,1,0
Czechia,2022-07-14,0,1,0
Czechia,2022-07-15,0,1,0
Czechia,2022-07-16,0,1,0
Czechia,2022-07-17,0,1,0
Czechia,2022-07-18,0,1,0
Czechia,2022-07-19,0,1,0
Czechia,2022-07-20,0,1,0
Czechia,2022-07-21,0,1,0
Czechia,2022-07-22,0,1,0
Czechia,2022-07-23,0,1,0
Czechia,2022-07-24,0,1,0
Czechia,2022-07-25,0,1,0
Czechia,2022-07-26,0,1,0
Czechia,2022-07-27,0,1,0
Czechia,2022-07-28,0,1,0
Czechia,2022-07-29,0,1,0
Czechia,2022-07-30,0,1,0
Czechia,2022-07-31,0,1,0
Czechia,2022-08-01,0,1,0
Czechia,2022-08-02,0,1,0
Czechia,2022-08-03,0,1,0
Czechia,2022-08-04,0,1,0
Czechia,2022-08-05,0,1,0
Czechia,2022-08-06,0,1,0
Czechia,2022-08-07,0,1,0
Czechia,2022-08-08,0,1,0
Czechia,2022-08-09,0,1,0
Czechia,2022-08-10,0,1,0
Czechia,2022-08-11,0,1,0
Czechia,2022-08-12,0,1,0
Czechia,2022-08-13,0,1,0
Czechia,2022-08-14,0,1,0
Czechia,2022-08-15,0,1,0
Czechia,2022-08-16,0,1,0
Czechia,2022-08-17,0,1,0
Czechia,2022-08-18,0,1,0
Czechia,2022-08-19,0,1,0
Czechia,2022-08-20,0,1,0
Czechia,2022-08-21,0,1,0
Czechia,2022-08-22,0,1,0
Czechia,2022-08-23,0,1,0
Czechia,2022-08-24,0,1,0
Czechia,2022-08-25,0,1,0
Czechia,2022-08-26,0,1,0
Czechia,2022-08-27,0,1,0
Czechia,2022-08-28,0,1,0
Czechia,2022-08-29,0,1,0
Czechia,2022-08-30,0,1,0
Czechia,2022-08-31,0,1,0
Czechia,2022-09-01,0,1,0
Czechia,2022-09-02,0,1,0
Czechia,2022-09-03,0,1,0
Czechia,2022-09-04,0,1,0
Czechia,2022-09-05,0,1,0
Czechia,2022-09-06,0,1,0
Czechia,2022-09-07,0,1,0
Czechia,2022-09-08,0,1,0
Czechia,2022-09-09,0,1,0
Czechia,2022-09-10,0,1,0
Czechia,2022-09-11,0,1,0
Czechia,2022-09-12,0,1,0
Czechia,2022-09-13,0,1,0
Czechia,2022-09-14,0,1,0
Czechia,2022-09-15,0,1,0
Czechia,2022-09-16,0,1,0
Czechia,2022-09-17,0,1,0
Czechia,2022-09-18,0,1,0
Czechia,2022-09-19,0,1,0
Czechia,2022-09-20,0,1,0
Czechia,2022-09-21,0,1,0
Czechia,2022-09-22,0,1,0
Czechia,2022-09-23,0,1,0
Czechia,2022-09-24,0,1,0
Czechia,2022-09-25,0,1,0
Czechia,2022-09-26,0,1,0
Czechia,2022-09-27,0,1,0
Czechia,2022-09-28,0,1,0
Czechia,2022-09-29,0,1,0
Czechia,2022-09-30,0,1,0
Czechia,2022-10-01,0,1,0
Czechia,2022-10-02,0,1,0
Czechia,2022-10-03,0,1,0
Czechia,2022-10-04,0,1,0
Czechia,2022-10-05,0,1,0
Czechia,2022-10-06,0,1,0
Czechia,2022-10-07,0,1,0
Czechia,2022-10-08,0,1,0
Czechia,2022-10-09,0,1,0
Czechia,2022-10-10,0,1,0
Czechia,2022-10-11,0,1,0
Czechia,2022-10-12,0,1,0
Czechia,2022-10-13,0,1,0
Czechia,2022-10-14,0,1,0
Czechia,2022-10-15,0,1,0
Czechia,2022-10-16,0,1,0
Czechia,2022-10-17,0,1,0
Czechia,2022-10-18,0,1,0
Czechia,2022-10-19,0,1,0
Czechia,2022-10-20,0,1,0
Czechia,2022-10-21,0,1,0
Czechia,2022-10-22,0,1,0
Czechia,2022-10-23,0,1,0
Czechia,2022-10-24,0,1,0
Czechia,2022-10-25,0,1,0
Czechia,2022-10-26,0,1,0
Czechia,2022-10-27,0,1,0
Czechia,2022-10-28,0,1,0
Czechia,2022-10-29,0,1,0
Czechia,2022-10-30,0,1,0
Czechia,2022-10-31,0,1,0
Czechia,2022-11-01,0,1,0
Czechia,2022-11-02,0,1,0
Czechia,2022-11-03,0,1,0
Czechia,2022-11-04,0,1,0
Czechia,2022-11-05,0,1,0
Czechia,2022-11-06,0,1,0
Czechia,2022-11-07,0,1,0
Czechia,2022-11-08,0,1,0
Czechia,2022-11-09,0,1,0
Germany,2020-01-01,0,0,1
Germany,2020-01-02,0,0,1
Germany,2020-01-03,0,0,1
Germany,2020-01-04,0,0,1
Germany,2020-01-05,0,0,1
Germany,2020-01-06,0,0,1
Germany,2020-01-07,0,0,1
Germany,2020-01-08,0,0,1
Germany,2020-01-09,0,0,1
Germany,2020-01-10,0,0,1
Germany,2020-01-11,0,0,1
Germany,2020-01-12,0,0,1
Germany,2020-01-13,0,0,1
Germany,2020-01-14,0,0,1
Germany,2020-01-15,0,0,1
Germany,2020-01-16,0,0,1
Germany,2020-01-17,0,0,1
Germany,2020-01-18,0,0,1
Germany,2020-01-19,0,0,1
Germany,2020-01-20,0,0,1
Germany,2020-01-21,0,0,1
Germany,2020-01-22,0,0,1
Germany,2020-01-23,0,0,1
Germany,2020-01-24,0,0,1
Germany,2020-01-25,0,0,1
Germany,2020-01-26,0,0,1
Germany,2020-01-27,0,0,1
Germany,2020-01-28,0,0,1
Germany,2020-01-29,0,0,1
Germany,2020-01-30,0,0,1
Germany,2020-01-31,0,0,1
Germany,2020-02-01,0,0,1
Germany,2020-02-02,0,0,1
Germany,2020-02-03,0,0,1
Germany,2020-02-04,0,0,1
Germany,2020-02-05,0,0,1
Germany,2020-02-06,0,0,1
Germany,2020-02-07,0,0,1
Germany,2020-02-08,0,0,1
Germany,2020-02-09,0,0,1
Germany,2020-02-10,0,0,1
Germany,2020-02-11,0,0,1
Germany,2020-02-12,0,0,1
Germany,2020-02-13,0,0,1
Germany,2020-02-14,0,0,1
Germany,2020-02-15,0,0,1
Germany,2020-02-16,0,0,1
Germany,2020-02-17,0,0,1
Germany,2020-02-18,0,0,1
Germany,2020-02-19,0,0,1
Germany,2020-02-20,0,0,1
Germany,2020-02-21,0,0,1
Germany,2020-02-22,0,0,1
Germany,2020-02-23,0,0,1
Germany,2020-02-24,0,0,1
Germany,2020-02-25,0,0,1
Germany,2020-02-26,0,0,1
Germany,2020-02-27,0,0,1
Germany,2020-02-28,0,0,1
Germany,2020-02-29,0,0,1
Germany,2020-03-01,0,0,1
Germany,2020-03-02,0,0,1
Germany,2020-03-03,0,0,1
Germany,2020-03-04,0,0,1
Germany,2020-03-05,0,0,1
Germany,2020-03-06,0,0,1
Germany,2020-03-07,0,0,1
Germany,2020-03-08,0,0,1
Germany,2020-03-09,0,0,1
Germany,2020-03-10,0,0,1
Germany,2020-03-11,0,0,1
Germany,2020-03-12,0,0,1
Germany,2020-03-13,0,0,1
Germany,2020-03-14,0,0,1
Germany,2020-03-15,0,0,1
Germany,2020-03-16,0,0,1
Germany,2020-03-17,0,0,1
Germany,2020-03-18,0,0,1
Germany,2020-03-19,0,0,1
Germany,2020-03-20,0,0,1
Germany,2020-03-21,0,0,1
Germany,2020-03-22,0,0,1
Germany,2020-03-23,0,0,1
Germany,2020-03-24,0,0,1
Germany,2020-03-25,0,0,1
Germany,2020-03-26,0,0,1
Germany,2020-03-27,0,0,1
Germany,2020-03-28,0,0,1
Germany,2020-03-29,0,0,1
Germany,2020-03-30,0,0,1
Germany,2020-03-31,0,0,1
Germany,2020-04-01,0,0,1
Germany,2020-04-02,0,0,1
Germany,2020-04-03,0,0,1
Germany,2020-04-04,0,0,1
Germany,2020-04-05,0,0,1
Germany,2020-04-06,0,0,1
Germany,2020-04-07,0,0,1
Germany,2020-04-08,0,0,1
Germany,2020-04-09,0,0,1
Germany,2020-04-10,0,0,1
Germany,2020-04-11,0,0,1
Germany,2020-04-12,0,0,1
Germany,2020-04-13,0,0,1
Germany,2020-04-14,0,0,1
Germany,2020-04-15,0,0,1
Germany,2020-04-16,0,0,1
Germany,2020-04-17,0,0,1
Germany,2020-04-18,0,0,1
Germany,2020-04-19,0,0,1
Germany,2020-04-20,0,0,1
Germany,2020-04-21,0,0,1
Germany,2020-04-22,0,0,1
Germany,2020-04-23,0,0,1
Germany,2020-04-24,0,0,1
Germany,2020-04-25,0,0,1
Germany,2020-04-26,0,0,1
Germany,2020-04-27,0,0,1
Germany,2020-04-28,0,0,1
Germany,2020-04-29,0,0,1
Germany,2020-04-30,0,0,1
Germany,2020-05-01,0,0,1
Germany,2020-05-02,0,0,1
Germany,2020-05-03,0,0,1
Germany,2020-05-04,0,0,1
Germany,2020-05-05,0,0,1
Germany,2020-05-06,0,0,1
Germany,2020-05-07,0,0,1
Germany,2020-05-08,0,0,1
Germany,2020-05-09,0,0,1
Germany,2020-05-10,0,0,1
Germany,2020-05-11,0,0,1
Germany,2020-05-12,0,0,1
Germany,2020-05-13,0,0,1
Germany,2020-05-14,0,0,1
Germany,2020-05-15,0,0,1
Germany,2020-05-16,0,0,1
Germany,2020-05-17,0,0,1
Germany,2020-05-18,0,0,1
Germany,2020-05-19,0,0,1
Germany,2020-05-20,0,0,1
Germany,2020-05-21,0,0,1
Germany,2020-05-22,0,0,1
Germany,2020-05-23,0,0,1
Germany,2020-05-24,0,0,1
Germany,2020-05-25,0,0,1
Germany,2020-05-26,0,0,1
Germany,2020-05-27,0,0,1
Germany,2020-05-28,0,0,1
Germany,2020-05-29,0,0,1
Germany,2020-05-30,0,0,1
Germany,2020-05-31,0,0,1
Germany,2020-06-01,0,0,1
Germany,2020-06-02,0,0,1
Germany,2020-06-03,0,0,1
Germany,2020-06-04,0,0,1
Germany,2020-06-05,0,0,1
Germany,2020-06-06,0,0,1
Germany,2020-06-07,0,0,1
Germany,2020-06-08,0,0,1
Germany,2020-06-09,0,0,1
Germany,2020-06-10,0,0,1
Germany,2020-06-11,0,0,1
Germany,2020-06-12,0,0,1
Germany,2020-06-13,0,0,1
Germany,2020-06-14,0,0,1
Germany,2020-06-15,0,0,1
Germany,2020-06-16,0,0,1
Germany,2020-06-17,0,0,1
Germany,2020-06-18,0,0,1
Germany,2020-06-19,0,0,1
Germany,2020-06-20,0,0,1
Germany,2020-06-21,0,0,1
Germany,2020-06-22,0,0,1
Germany,2020-06-23,0,0,1
Germany,2020-06-24,0,0,1
Germany,2020-06-25,0,0,1
Germany,2020-06-26,0,0,1
Germany,2020-06-27,0,0,1
Germany,2020-06-28,0,0,1
Germany,2020-06-29,0,0,1
Germany,2020-06-30,0,0,1
Germany,2020-07-01,0,0,1
Germany,2020-07-02,0,0,1
Germany,2020-07-03,0,0,1
Germany,2020-07-04,0,0,1
Germany,2020-07-05,0,0,1
Germany,2020-07-06,0,0,1
Germany,2020-07-07,0,0,1
Germany,2020-07-08,0,0,1
Germany,2020-07-09,0,0,1
Germany,2020-07-10,0,0,1
Germany,2020-07-11,0,0,1
Germany,2020-07-12,0,0,1
Germany,2020-07-13,0,0,1
Germany,2020-07-14,0,0,1
Germany,2020-07-15,0,0,1
Germany,2020-07-16,0,0,1
Germany,2020-07-17,0,0,1
Germany,2020-07-18,0,0,1
Germany,2020-07-19,0,0,1
Germany,2020-07-20,0,0,1
Germany,2020-07-21,0,0,1
Germany,2020-07-22,0,0,1
Germany,2020-07-23,0,0,1
Germany,2020-07-24,0,0,1
Germany,2020-07-25,0,0,1
Germany,2020-07-26,0,0,1
Germany,2020-07-27,0,0,1
Germany,2020-07-28,0,0,1
Germany,2020-07-29,0,0,1
Germany,2020-07-30,0,0,1
Germany,2020-07-31,0,0,1
Germany,2020-08-01,0,0,1
Germany,2020-08-02,0,0,1
Germany,2020-08-03,0,0,1
Germany,2020-08-04,0,0,1
Germany,2020-08-05,0,0,1
Germany,2020-08-06,0,0,1
Germany,2020-08-07,0,0,1
Germany,2020-08-08,0,0,1
Germany,2020-08-09,0,0,1
Germany,2020-08-10,0,0,1
Germany,2020-08-11,0,0,1
Germany,2020-08-12,0,0,1
Germany,2020-08-13,0,0,1
Germany,2020-08-14,0,0,1
Germany,2020-08-15,0,0,1
Germany,2020-08-16,0,0,1
Germany,2020-08-17,0,0,1
Germany,2020-08-18,0,0,1
Germany,2020-08-19,0,0,1
Germany,2020-08-20,0,0,1
Germany,2020-08-21,0,0,1
Germany,2020-08-22,0,0,1
Germany,2020-08-23,0,0,1
Germany,2020-08-24,0,0,1
Germany,2020-08-25,0,0,1
Germany,2020-08-26,0,0,1
Germany,2020-08-27,0,0,1
Germany,2020-08-28,0,0,1
Germany,2020-08-29,0,0,1
Germany,2020-08-30,0,0,1
Germany,2020-08-31,0,0,1
Germany,2020-09-01,0,0,1
Germany,2020-09-02,0,0,1
Germany,2020-09-03,0,0,1
Germany,2020-09-04,0,0,1
Germany,2020-09-05,0,0,1
Germany,2020-09-06,0,0,1
Germany,2020-09-07,0,0,1
Germany,2020-09-08,0,0,1
Germany,2020-09-09,0,0,1
Germany,2020-09-10,0,0,1
Germany,2020-09-11,0,0,1
Germany,2020-09-12,0,0,1
Germany,2020-09-13,0,0,1
Germany,2020-09-14,0,0,1
Germany,2020-09-15,0,0,1
Germany,2020-09-16,0,0,1
Germany,2020-09-17,0,0,1
Germany,2020-09-18,0,0,1
Germany,2020-09-19,0,0,1
Germany,2020-09-20,0,0,1
Germany,2020-09-21,0,0,1
Germany,2020-09-22,0,0,1
Germany,2020-09-23,0,0,1
Germany,2020-09-24,0,0,1
Germany,2020-09-25,0,0,1
Germany,2020-09-26,0,0,1
Germany,2020-09-27,0,0,1
Germany,2020-09-28,0,0,1
Germany,2020-09-29,0,0,1
Germany,2020-09-30,0,0,1
Germany,2020-10-01,0,0,1
Germany,2020-10-02,0,0,1
Germany,2020-10-03,0,0,1
Germany,2020-10-04,0,0,1
Germany,2020-10-05,0,0,1
Germany,2020-10-06,0,0,1
Germany,2020-10-07,0,0,1
Germany,2020-10-08,0,0,1
Germany,2020-10-09,0,0,1
Germany,2020-10-10,0,0,1
Germany,2020-10-11,0,0,1
Germany,2020-10-12,0,0,1
Germany,2020-10-13,0,0,1
Germany,2020-10-14,0,0,1
Germany,2020-10-15,0,0,1
Germany,2020-10-16,0,0,1
Germany,2020-10-17,0,0,1
Germany,2020-10-18,0,0,1
Germany,2020-10-19,0,0,1
Germany,2020-10-20,0,0,1
Germany,2020-10-21,0,0,1
Germany,2020-10-22,0,0,1
Germany,2020-10-23,0,0,1
Germany,2020-10-24,0,0,1
Germany,2020-10-25,0,0,1
Germany,2020-10-26,0,0,1
Germany,2020-10-27,0,0,1
Germany,2020-10-28,0,0,1
Germany,2020-10-29,0,0,1
Germany,2020-10-30,0,0,1
Germany,2020-10-31,0,0,1
Germany,2020-11-01,0,0,1
Germany,2020-11-02,0,0,1
Germany,2020-11-03,0,0,1
Germany,2020-11-04,0,0,1
Germany,2020-11-05,0.00158007332267328,0,0.998419926677327
Germany,2020-11-06,0.00167664273328419,0,0.998323357266716
Germany,2020-11-07,0.00177910366384878,0,0.998220896336151
Germany,2020-11-08,0.00188781422056707,0,0.998112185779433
Germany,2020-11-09,0.00200315410976548,0,0.997996845890234
Germany,2020-11-10,0.00212552591975682,0,0.997874474080243
Germany,2020-11-11,0.00225535647611764,0,0.997744643523882
Germany,2020-11-12,0.00239309827424963,0,0.99760690172575
Germany,2020-11-13,0.00253923099325083,0,0.997460769006749
Germany,2020-11-14,0.00269426309528232,0,0.997305736904718
Germany,2020-11-15,0.00285873351477519,0,0.997141266485225
Germany,2020-11-16,0.00303321344197961,0,0.99696678655802
Germany,2020-11-17,0.00321830820551127,0,0.996781691794489
Germany,2020-11-18,0.00341465925869914,0,0.996585340741301
Germany,2020-11-19,0.00362294627467922,0,0.996377053725321
Germany,2020-11-20,0.00384388935531077,0,0.996156110644689
Germany,2020-11-21,0.00407825135911056,0,0.995921748640889
Germany,2020-11-22,0.0043268403535045,0,0.995673159646496
Germany,2020-11-23,0.00459051219678124,0,0.995409487803219
Germany,2020-11-24,0.00487017325519426,0,0.995129826744806
Germany,2020-11-25,0.00516678326069388,0,0.994833216739306
Germany,2020-11-26,0.00548135831477278,0,0.994518641685227
Germany,2020-11-27,0.00581497404387264,0,0.994185025956127
Germany,2020-11-28,0.00616876891171847,0,0.993831231088281
Germany,2020-11-29,0.00654394769381436,0,0.993456052306186
Germany,2020-11-30,0.00694178511914073,0,0.993058214880859
Germany,2020-12-01,0.00736362968383054,0,0.992636370316169
Germany,2020-12-02,0.00781090764125896,0,0.992189092358741
Germany,2020-12-03,0.00828512717254763,2.88571015569071e-10,0.991714872538881
Germany,2020-12-04,0.00878788274094734,3.22048947568938e-10,0.991212116937004
Germany,2020-12-05,0.00932085963290789,3.59410748253172e-10,0.990679140007681
Germany,2020-12-06,0.00988583868785688,4.01106996108699e-10,0.990114160911036
Germany,2020-12-07,0.0104847012177716,4.47640542494953e-10,0.989515298334588
Germany,2020-12-08,0.0111194341165236,4.99572575966215e-10,0.988880565383904
Germany,2020-12-09,0.0117921351576828,5.57529390132999e-10,0.988207864284788
Germany,2020-12-10,0.0125050184779638,6.2220993668196e-10,0.987494980899826
Germany,2020-12-11,0.0132604202417645,6.94394254642813e-10,0.986739579063841
Germany,2020-12-12,0.0140608044802498,7.74952877558072e-10,0.985939194744797
Germany,2020-12-13,0.0149087690961537,8.64857332004911e-10,0.985091230038989
Germany,2020-12-14,0.0158070520228821,9.65191854079924e-10,0.984192947011926
Germany,2020-12-15,0.0167585375235549,1.07716646514608e-09,0.983241461399279
Germany,2020-12-16,0.0177662626123135,1.20213156453365e-09,0.982233736185555
Germany,2020-12-17,0.0188334235764929,1.34159421518121e-09,0.981166575081913
Germany,2020-12-18,0.0199633825740864,1.49723631861941e-09,0.980036615928677
Germany,2020-12-19,0.0211596742762845,1.67093489848548e-09,0.978840324052781
Germany,2020-12-20,0.0224260125197014,1.86478473718493e-09,0.977573985615514
Germany,2020-12-21,0.0237662969271993,2.08112363869566e-09,0.976233700991677
Germany,2020-12-22,0.0251846194499216,2.32256062218063e-09,0.974815378227518
Germany,2020-12-23,0.0266852707762491,2.59200738642027e-09,0.973314726631744
Germany,2020-12-24,0.0282727465458551,2.89271342452162e-09,0.971727250561431
Germany,2020-12-25,0.0299517532988364,3.22830521238296e-09,0.970048243472858
Germany,2020-12-26,0.031727214081033,3.60282994352154e-09,0.968272782316137
Germany,2020-12-27,0.0336042736171051,4.02080433770078e-09,0.966395722362091
Germany,2020-12-28,0.0355883029527251,4.4872691119824e-09,0.964411692560006
Germany,2020-12-29,0.0376849034563827,5.00784977111713e-09,0.962315091535767
Germany,2020-12-30,0.039899910059833,5.58882445039808e-09,0.960100084351343
Germany,2020-12-31,0.0422393936042034,6.23719962915229e-09,0.957760600158597
Germany,2021-01-01,0.044709662146293,6.96079462796514e-09,0.955290330892912
Germany,2021-01-02,0.0473172610667671,7.76833590866263e-09,0.952682731164897
Germany,2021-01-03,0.0500689718089194,8.66956231429643e-09,0.949931019521518
Germany,2021-01-04,0.0529718090636197,9.67534251831162e-09,0.947028181261038
Germany,2021-01-05,0.0560330162032282,1.07978060993178e-08,0.943966972998966
Germany,2021-01-06,0.0592600587549078,1.20504898222071e-08,0.940739929194602
Germany,2021-01-07,0.0626606156922298,1.34485008897491e-08,0.937339370859269
Germany,2021-01-08,0.066242568313646,1.50086991334533e-08,0.933757416677655
Germany,2021-01-09,0.0700139864677227,1.67499003408961e-08,0.929985996782377
Germany,2021-01-10,0.0739831118785231,1.86931031716089e-08,0.926016869428374
Germany,2021-01-11,0.0781583383207513,2.08617423981009e-08,0.921841640817506
Germany,2021-01-12,0.0825481883938775,2.32819715260668e-08,0.917451788324151
Germany,2021-01-13,0.0871612866481454,2.59829782021339e-08,0.912838687368876
Germany,2021-01-14,0.0920063288238641,2.89973362129212e-08,0.9079936421788
Germany,2021-01-15,0.0970920469795259,3.23613983204623e-08,0.902907920659076
Germany,2021-01-16,0.102427170304851,3.61157346715264e-08,0.897572793579415
Germany,2021-01-17,0.108020381442716,4.0305622067982e-08,0.891979578251662
Germany,2021-01-18,0.113880268179859,4.49815899987251e-08,0.886119686838551
Germany,2021-01-19,0.120015270411027,5.02000300182215e-08,0.879984679388943
Germany,2021-01-20,0.126433622335574,5.60238758206663e-08,0.87356632164055
Germany,2021-01-21,0.133143289909893,6.25233622113286e-08,0.866856647566744
Germany,2021-01-22,0.140151903653931,6.9776872128139e-08,0.859848026569197
Germany,2021-01-23,0.147466686995416,7.78718819284383e-08,0.852533235132702
Germany,2021-01-24,0.1550943804313,8.69060163408541e-08,0.844905532662684
Germany,2021-01-25,0.163041161891591,9.69882258048124e-08,0.836958741120183
Germany,2021-01-26,0.171312563805437,1.08240100396139e-07,0.828687327954463
Germany,2021-01-27,0.179913387491505,1.20797336184404e-07,0.820086491711159
Germany,2021-01-28,0.188847615622555,1.34811371705923e-07,0.811152249566074
Germany,2021-01-29,0.198118323645013,1.5045121428788e-07,0.801881525903773
Germany,2021-01-30,0.207727591165431,1.67905478248558e-07,0.79227224092909
Germany,2021-01-31,0.217676414443231,1.87384659553799e-07,0.78232339817211
Germany,2021-02-01,0.22796462124901,2.09123674361381e-07,0.772035169627316
Germany,2021-02-02,0.238590789455383,2.33384692067363e-07,0.761408977159925
Germany,2021-02-03,0.249552170817826,2.60460297019965e-07,0.750447568721877
Germany,2021-02-04,0.260844621471291,2.90677017030128e-07,0.739155087851692
Germany,2021-02-05,0.272462540709258,3.24399261231222e-07,0.727537134891481
Germany,2021-02-06,0.284398819620475,3.62033714776814e-07,0.71560081834581
Germany,2021-02-07,0.296644801130521,4.04034243374628e-07,0.703354794835235
Germany,2021-02-08,0.309190252926692,4.50907366802904e-07,0.690809296165942
Germany,2021-02-09,0.322023354632926,5.03218367416924e-07,0.677976142148707
Germany,2021-02-10,0.335130700445074,5.61598107310728e-07,0.664868737956819
Germany,2021-02-11,0.348497318235824,6.26750636344705e-07,0.651502055013539
Germany,2021-02-12,0.36210670589489,6.99461682786688e-07,0.637892594643427
Germany,2021-02-13,0.375940885387153,7.80608128957223e-07,0.624058334004718
Germany,2021-02-14,0.389980474694904,8.71168586147553e-07,0.61001865413651
Germany,2021-02-15,0.404204777467402,9.7223519633424e-07,0.595794250297402
Germany,2021-02-16,0.418591889840619,1.08502680300734e-06,0.581407025132578
Germany,2021-02-17,0.433118823522653,1.21090364993795e-06,0.566879965573697
Germany,2021-02-18,0.447761643877129,1.35138378513443e-06,0.552237004739086
Germany,2021-02-19,0.462495621389962,1.5081613677973e-06,0.53750287044867
Germany,2021-02-20,0.477295394585967,1.68312709902758e-06,0.522702922286934
Germany,2021-02-21,0.492135142182358,1.87839102264982e-06,0.50786297942662
Germany,2021-02-22,0.506988762036517,2.09630797108654e-06,0.493009141655512
Germany,2021-02-23,0.521830054274079,2.33950596311065e-06,0.478167606219958
Germany,2021-02-24,0.536632905877008,2.61091789588992e-06,0.463364483205097
Germany,2021-02-25,0.551371473974003,2.91381691345176e-06,0.448625612209083
Germany,2021-02-26,0.566020365108787,3.25185587801573e-06,0.433976383035335
Germany,2021-02-27,0.580554807864169,3.62911142009866e-06,0.419441563024411
Germany,2021-02-28,0.594950816387469,4.05013309848875e-06,0.405045133479433
Germany,2021-03-01,0.609185342589326,4.5199982627741e-06,0.390810137412411
Germany,2021-03-02,0.623236415064692,5.04437327984034e-06,0.376758540562028
Germany,2021-03-03,0.637083263101666,5.62958186244562e-06,0.362911107316472
Germany,2021-03-04,0.650706424489466,6.2826813235647e-06,0.34928729282921
Germany,2021-03-05,0.66408783619937,7.01154767569297e-06,0.335905152252954
Germany,2021-03-06,0.677210907379889,7.82497060086606e-06,0.322781267649511
Germany,2021-03-07,0.690060574468545,8.73275943605926e-06,0.309930692772019
Germany,2021-03-08,0.702623338566811,9.74586145131381e-06,0.297366915571737
Germany,2021-03-09,0.714887285543101,1.08764938459818e-05,0.285101837963053
Germany,2021-03-10,0.726842089613764,1.21382910536702e-05,0.273145772095183
Germany,2021-03-11,0.738479001398196,1.35464691307704e-05,0.261507452132673
Germany,2021-03-12,0.749790821647733,1.51180092090949e-05,0.250194060343058
Germany,2021-03-13,0.760771862007051,1.68718622225681e-05,0.239211266130726
Germany,2021-03-14,0.771417894281225,1.88291773738727e-05,0.228563276541401
Germany,2021-03-15,0.781726089752654,2.10135570924999e-05,0.218252896690254
Germany,2021-03-16,0.791694950122536,2.34513415541958e-05,0.20828159853591
