country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,9,1,0,3.35520738765315,0,0,1,3,1,0,0.00782318333598344,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,3,2,0,3.35520713399947,7.56e-08,0,0.9999999244,4,1,0,0.0375280779132509,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,1,1,0,3.35520704944825,1.008e-07,0,0.9999998992,5,1,0,0.0976043903554893,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,5,3,0,3.35520702126451,1.092e-07,0,0.9999998908,6,1,0,0.132924910228901,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,3,2,0,3.3552068803458,1.512e-07,0,0.9999998488,7,1,0,0,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,9,3,0,3.35520679579457,1.764e-07,0,0.9999998236,1,1,0,0.172677725819136,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,6,4,0,3.35520654214089,2.52e-07,0,0.999999748,2,1,2,0.355594861512941,0,0,0.007,0,0,0,0
countryA,2020-01-08,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,12,5,0,3.35520637303844,3.024e-07,0,0.9999996976,3,1,0,0.543456678486298,0,2,0.007,0,0,0,0
countryA,2020-01-09,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,10,6,0,3.35520603483353,4.032e-07,0,0.9999995968,4,1,0,0.640072062534619,0,1,0.007,0,0,0,0
countryA,2020-01-10,0.21951054491648,0.239488390595942,0.291438689047921,0.405268642760731,0.456556765907284,0,0,0,0,0,19,8,0,3.35520575299611,4.872e-07,0,0.9999995128,5,1,0,0.798871056034892,0,2,0.007,0,0,0,0
