country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t,C_t,Hicu_t,R_t,cf1,cf2,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t,H_t,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-01,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,12,1,0,3.23216495980915,0,0,1,3,1,0,0.0071299181218752,0,0,0.007,0,0,0,0
countryA,2020-01-02,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,4,3,0,3.23216463400692,1.008e-07,0,0.9999998992,4,1,0,0.0410409324282948,0,0,0.007,0,0,0,0
countryA,2020-01-03,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,6,2,0,3.23216452540618,1.344e-07,0,0.9999998656,5,1,0,0.118260986034177,0,0,0.007,0,0,0,0
countryA,2020-01-04,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,8,4,0,3.23216436250506,1.848e-07,0,0.9999998152,6,1,0,0.171350166257946,0,0,0.007,0,0,0,0
countryA,2020-01-05,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,4,4,0,3.23216414530358,2.52e-07,0,0.999999748,7,1,0,0.151527728833924,0,0,0.007,0,0,0,0
countryA,2020-01-06,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,14,6,0,3.23216403670284,2.856e-07,0,0.9999997144,1,1,2,0.24343047968562,0,0,0.007,0,0,0,0
countryA,2020-01-07,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,21,7,1,3.23216365660024,4.032e-07,0,0.9999995968,2,1,0,0.542254400388945,0,0,0.007,0,0,0,0
countryA,2020-01-08,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,26,11,0,3.23216308644634,5.796e-07,0,0.9999994204,3,1,2,0.875315199073772,0,0,0.007,0,0,0,0
countryA,2020-01-09,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,22,13,0,3.23216238054151,7.98e-07,0,0.999999202,4,1,2,1.08886762641472,0,0,0.007,0,0,0,0
countryA,2020-01-10,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,50,18,0,3.23216178323743,9.828e-07,0,0.9999990172,5,1,0,1.4410646300509,0,4,0.007,0,0,0,0
countryA,2020-01-11,0.212003851441855,0.262510542967794,0.3040949079005,0.385816391888361,0.476068292645305,0,0,0,0,0,41,22,0,3.23216042572814,1.4028e-06,0,0.9999985972,6,1,1,1.50471120774351,0,2,0.007,0,0,0,0
